COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate,previousYearToDate,share
OECD Total,MAY2014,May 2014,2014,5,May,Combustible renewables,21318.012,11,266030.135,104548.145,0.025933326110577214
OECD Total,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,3676.618,12,47067.752,19210.741,0.004472599676649877
OECD Total,MAY2014,May 2014,2014,5,May,Not specified,2808.89,13,34118.456,13952.878,0.003417010009129333
OECD Total,MAY2014,May 2014,2014,5,May,Net electricity production,822031.54,14,10436816.725,4305086.131,1
OECD Total,MAY2014,May 2014,2014,5,May,Total imports,37877.815,15,491367.47,190469.054,0.04607829889349501
OECD Total,MAY2014,May 2014,2014,5,May,Total exports,36035.988,16,474837.983,179716.833,0.04383771941402637
OECD Total,MAY2014,May 2014,2014,5,May,Electricity supplied,823873.367,17,10453346.212,4315838.352,1.0022405794794687
OECD Total,MAY2014,May 2014,2014,5,May,Used for pumped storage,6970.243,18,85499.264,34847.057,0.00847928900635613
OECD Total,MAY2014,May 2014,2014,5,May,Distribution losses,53528.09,19,707960.052,282440.138,0.0651168323784754
OECD Total,MAY2014,May 2014,2014,5,May,Final consumption,763375.034,20,9690849.1,3998551.152,0.928644458094637
OECD Total,MAY2014,May 2014,2014,5,May,Electricity trade,-1841.827,21,-16529.487,-10752.221,-0.0022405794794686344
OECD Total,MAY2014,May 2014,2014,5,May,Renewables,210298.814,22,2438258.877,1004795.598,0.25582815715319146
OECD Total,MAY2014,May 2014,2014,5,May,Non-renewables,611640.731,23,7997694.235,3299477.632,0.7440599310824497
OECD Total,MAY2014,May 2014,2014,5,May,Others,27681.27,24,366371.183,177575.69,0.03367421887486215
OECD Total,MAY2014,May 2014,2014,5,May,Other renewables aggregated,25171.542,25,310978.085,122139.817,0.030621138940727263
OECD Total,MAY2014,May 2014,2014,5,May,Low carbon,359657.404,26,4360680.108,1796556.573,0.4375226332556534
OECD Total,MAY2014,May 2014,2014,5,May,Fossil fuels,465091.031,27,6109391.46,2521669.535,0.5657824649891171
Poland,MAY2014,May 2014,2014,5,May,Hydro,294.086,1,2708,1431.856,0.025829065977039056
Poland,MAY2014,May 2014,2014,5,May,Wind,622.681,2,7579,2217.812,0.05468899788377773
Poland,MAY2014,May 2014,2014,5,May,Solar,1.051,3,6.998,0.4,9.230751665114302e-05
Poland,MAY2014,May 2014,2014,5,May,Geothermal,0,4,0,0,0
Poland,MAY2014,May 2014,2014,5,May,Total combustible fuels,10456.704,7,134783.999,60131.503,0.9183942707859885
Poland,MAY2014,May 2014,2014,5,May,Coal,9254.85,8,119400.472,53711.757,0.8128375075916565
Poland,MAY2014,May 2014,2014,5,May,Oil,112.225,9,1446.774,688.342,0.00985652812195483
Poland,MAY2014,May 2014,2014,5,May,Natural gas,333.761,10,4835.887,2395.559,0.029313652773551045
Poland,MAY2014,May 2014,2014,5,May,Combustible renewables,752.348,11,9055.488,3322.713,0.06607742677207816
Poland,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,3.52,12,45.382,13.134,0.0003091555267478815
Poland,MAY2014,May 2014,2014,5,May,Not specified,11.333,13,135.996,44.165,0.0009953578365436764
Poland,MAY2014,May 2014,2014,5,May,Net electricity production,11385.855,14,145214.001,63825.738,1
Poland,MAY2014,May 2014,2014,5,May,Total imports,906.933,15,13507.999,2518.323,0.07965436060796488
Poland,MAY2014,May 2014,2014,5,May,Total exports,605,16,11342,4926.4,0.05313610615979213
Poland,MAY2014,May 2014,2014,5,May,Electricity supplied,11687.788,17,147380,61417.661,1.0265182544481728
Poland,MAY2014,May 2014,2014,5,May,Used for pumped storage,89.268,18,822.001,400.013,0.00784025442094599
Poland,MAY2014,May 2014,2014,5,May,Distribution losses,793.59,19,10250,4300.967,0.06969964047495775
Poland,MAY2014,May 2014,2014,5,May,Final consumption,10804.93,20,136308.001,56716.681,0.9489783595522691
Poland,MAY2014,May 2014,2014,5,May,Electricity trade,-301.933,21,-2165.999,2408.077,-0.026518254448172754
Poland,MAY2014,May 2014,2014,5,May,Renewables,1670.166,22,19349.486,6972.781,0.14668779814954608
Poland,MAY2014,May 2014,2014,5,May,Non-renewables,9715.689,23,125864.511,56852.957,0.853312201850454
Poland,MAY2014,May 2014,2014,5,May,Others,127.078,24,1628.152,745.641,0.011161041485246388
Poland,MAY2014,May 2014,2014,5,May,Other renewables aggregated,752.348,25,9055.488,3322.713,0.06607742677207816
Poland,MAY2014,May 2014,2014,5,May,Low carbon,1681.499,26,19485.482,7016.946,0.14768315598608978
Poland,MAY2014,May 2014,2014,5,May,Fossil fuels,9715.689,27,125864.511,56852.957,0.853312201850454
Portugal,MAY2014,May 2014,2014,5,May,Hydro,863.225,1,16297.397,8773.592,0.22805490807133008
Portugal,MAY2014,May 2014,2014,5,May,Wind,1026.07,2,11981.395,5719.344,0.2710768334150999
Portugal,MAY2014,May 2014,2014,5,May,Solar,66.266,3,627.314,172.086,0.017506775798030363
Portugal,MAY2014,May 2014,2014,5,May,Geothermal,15.25,4,183,72.5,0.00402888858419043
Portugal,MAY2014,May 2014,2014,5,May,Nuclear,0,6,0,0,0
Portugal,MAY2014,May 2014,2014,5,May,Total combustible fuels,1813.852,7,22431.999,8783.006,0.4792004994236708
Portugal,MAY2014,May 2014,2014,5,May,Coal,924.879,8,11438.024,4227.419,0.24434324228573512
Portugal,MAY2014,May 2014,2014,5,May,Oil,105.008,9,1298.645,1082.758,0.02774200212778155
Portugal,MAY2014,May 2014,2014,5,May,Natural gas,528.834,10,6540.114,2290.405,0.13971234528077126
Portugal,MAY2014,May 2014,2014,5,May,Combustible renewables,235.863,11,2916.927,1078.176,0.06231250807428901
Portugal,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,19.268,12,238.291,104.248,0.005090401655093849
Portugal,MAY2014,May 2014,2014,5,May,Not specified,0.5,13,6,1.665,0.00013209470767837475
Portugal,MAY2014,May 2014,2014,5,May,Net electricity production,3785.163,14,51527.109,23522.194,1
Portugal,MAY2014,May 2014,2014,5,May,Total imports,651.633,15,7246.999,2153.515,0.17215454129716476
Portugal,MAY2014,May 2014,2014,5,May,Total exports,264.997,16,6343.999,3292.744,0.07000940250129255
Portugal,MAY2014,May 2014,2014,5,May,Electricity supplied,4171.799,17,52430.109,22382.965,1.1021451387958723
Portugal,MAY2014,May 2014,2014,5,May,Used for pumped storage,90.083,18,1080.996,607.915,0.023798975103582063
Portugal,MAY2014,May 2014,2014,5,May,Distribution losses,392.047,19,5208.997,2380.322,0.10357466772236758
Portugal,MAY2014,May 2014,2014,5,May,Final consumption,3689.668,20,46140.109,19394.727,0.9747712317805073
Portugal,MAY2014,May 2014,2014,5,May,Electricity trade,-386.636,21,-903,1139.229,-0.10214513879587221
Portugal,MAY2014,May 2014,2014,5,May,Renewables,2206.674,22,32006.033,15815.698,0.5829799139429398
Portugal,MAY2014,May 2014,2014,5,May,Non-renewables,1578.489,23,19521.074,7706.495,0.41702008605706015
Portugal,MAY2014,May 2014,2014,5,May,Others,124.776,24,1542.936,1188.671,0.03296449849055377
Portugal,MAY2014,May 2014,2014,5,May,Other renewables aggregated,251.113,25,3099.927,1150.676,0.06634139665847943
Portugal,MAY2014,May 2014,2014,5,May,Low carbon,2207.174,26,32012.033,15817.363,0.5831120086506182
Portugal,MAY2014,May 2014,2014,5,May,Fossil fuels,1578.489,27,19521.074,7706.495,0.41702008605706015
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Hydro,3144.329,1,39750.001,27809.302,0.16364550078428686
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Wind,625.236,2,8485.001,2676.434,0.03254018848802538
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Solar,1.308,3,17,0,6.807440157370529e-05
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Geothermal,148.337,4,2040.001,420.491,0.007720147176023487
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Other renewables,0,5,0,0,0
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Nuclear,0,6,0,0,0
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Total combustible fuels,15266.405,7,188837.001,61658.538,0.7945346976734116
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Coal,5937.286,8,71977.95,23175.392,0.30900396897701715
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Oil,168.985,9,2024.476,514.915,0.008794765099336842
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Natural gas,9072.975,10,113801.1,37624.127,0.472199803989441
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Combustible renewables,86.207,11,1022.149,338.331,0.004486613101272486
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,0.952,12,11.326,5.773,4.9546506344164706e-05
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Not specified,28.656,13,320.001,110.835,0.0014913914766789746
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Net electricity production,19214.271,14,239449,92675.599,1
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Total imports,620.694,15,7953,2878.913,0.03230380168990018
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Total exports,194.517,16,2696,189.506,0.010123569090911645
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Electricity supplied,19640.448,17,244706,95365.006,1.0221802325989886
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Used for pumped storage,0,18,0,0,0
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Distribution losses,2991.042,19,37331.001,14964.287,0.1556677325931335
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Final consumption,16649.406,20,207375.001,80400.717,0.8665125000058549
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Electricity trade,-426.177,21,-5257,-2689.407,-0.022180232598988533
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Renewables,4005.417,22,51314.152,31244.558,0.2084605239511819
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Non-renewables,15208.854,23,188134.853,61431.042,0.791539476048818
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Others,198.593,24,2355.803,631.523,0.01033570308235998
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Other renewables aggregated,234.544,25,3062.15,758.822,0.012206760277295975
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Low carbon,4034.073,26,51634.153,31355.393,0.20995191542786087
Republic of Turkiye,MAY2014,May 2014,2014,5,May,Fossil fuels,15208.854,27,188134.853,61431.042,0.791539476048818
Slovak Republic,MAY2014,May 2014,2014,5,May,Hydro,467.934,1,4014.998,2312.018,0.2208221215693418
Slovak Republic,MAY2014,May 2014,2014,5,May,Wind,0.5,2,6,2.5,0.00023595434566556586
Slovak Republic,MAY2014,May 2014,2014,5,May,Solar,71.651,3,597.001,240.272,0.033812729642566916
Slovak Republic,MAY2014,May 2014,2014,5,May,Nuclear,1161.993,6,14420,6007.389,0.5483545959659357
Slovak Republic,MAY2014,May 2014,2014,5,May,Total combustible fuels,408.143,7,5863,3468.909,0.19260622900596208
Slovak Republic,MAY2014,May 2014,2014,5,May,Coal,203.859,8,2928.446,1679.442,0.09620283390607318
Slovak Republic,MAY2014,May 2014,2014,5,May,Oil,18.345,9,263.526,204.333,0.008657164942469611
Slovak Republic,MAY2014,May 2014,2014,5,May,Natural gas,98.345,10,1412.74,1139.79,0.04640986024896015
Slovak Republic,MAY2014,May 2014,2014,5,May,Combustible renewables,86.075,11,1236.473,433.91,0.040619540606327165
Slovak Republic,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,1.519,12,21.815,11.431,0.000716829302131989
Slovak Republic,MAY2014,May 2014,2014,5,May,Not specified,8.833,13,105.996,26.665,0.0041683694705278865
Slovak Republic,MAY2014,May 2014,2014,5,May,Net electricity production,2119.054,14,25006.999,12057.756,1
Slovak Republic,MAY2014,May 2014,2014,5,May,Total imports,788.25,15,12964.002,3449.805,0.37198202594176455
Slovak Republic,MAY2014,May 2014,2014,5,May,Total exports,853.072,16,11862,3759.708,0.40257209113123116
Slovak Republic,MAY2014,May 2014,2014,5,May,Electricity supplied,2054.232,17,26109.001,11747.853,0.9694099348105333
Slovak Republic,MAY2014,May 2014,2014,5,May,Used for pumped storage,39.975,18,342.999,224.884,0.01886454993596199
Slovak Republic,MAY2014,May 2014,2014,5,May,Distribution losses,50.97,19,667,310.677,0.024053185997147782
Slovak Republic,MAY2014,May 2014,2014,5,May,Final consumption,1963.286,20,25098.999,11212.293,0.9264917269687323
Slovak Republic,MAY2014,May 2014,2014,5,May,Electricity trade,64.822,21,-1102.002,309.903,0.03059006518946662
Slovak Republic,MAY2014,May 2014,2014,5,May,Renewables,626.16,22,5854.472,2988.7,0.2954903461639014
Slovak Republic,MAY2014,May 2014,2014,5,May,Non-renewables,1492.894,23,19152.523,9069.05,0.7045096538360985
Slovak Republic,MAY2014,May 2014,2014,5,May,Others,28.697,24,391.337,242.429,0.013542363715129487
Slovak Republic,MAY2014,May 2014,2014,5,May,Other renewables aggregated,86.075,25,1236.473,433.91,0.040619540606327165
Slovak Republic,MAY2014,May 2014,2014,5,May,Low carbon,1796.986,26,20380.468,9022.754,0.8480133116003651
Slovak Republic,MAY2014,May 2014,2014,5,May,Fossil fuels,330.901,27,4732.523,3061.661,0.15615505787016282
Slovenia,MAY2014,May 2014,2014,5,May,Hydro,590.176,1,6284,2152.698,0.3996928023925655
Slovenia,MAY2014,May 2014,2014,5,May,Wind,0.351,2,4.212,1.76,0.000237712434324321
Slovenia,MAY2014,May 2014,2014,5,May,Solar,35.384,3,256.819,70.021,0.023963580558779986
Slovenia,MAY2014,May 2014,2014,5,May,Nuclear,515,6,6061,2419,0.34878035235619753
Slovenia,MAY2014,May 2014,2014,5,May,Total combustible fuels,335.664,7,3880.001,1880.647,0.2273262295015353
Slovenia,MAY2014,May 2014,2014,5,May,Coal,296.987,8,3284.89,1560.672,0.20113248641788356
Slovenia,MAY2014,May 2014,2014,5,May,Oil,0.352,9,36.703,2.563,0.0002383896777269544
Slovenia,MAY2014,May 2014,2014,5,May,Natural gas,12.048,10,326.83,206.552,0.008159428514927122
Slovenia,MAY2014,May 2014,2014,5,May,Combustible renewables,25.582,11,225.459,107.975,0.017325240726167465
Slovenia,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,0.694,12,6.118,2.884,0.00047000692142757484
Slovenia,MAY2014,May 2014,2014,5,May,Net electricity production,1476.574,14,16486.028,6524.124,1
Slovenia,MAY2014,May 2014,2014,5,May,Total imports,509.07,15,7254.001,3249.568,0.34476429897858146
Slovenia,MAY2014,May 2014,2014,5,May,Total exports,869.348,16,9996.999,3902.246,0.5887601975925351
Slovenia,MAY2014,May 2014,2014,5,May,Electricity supplied,1116.296,17,13743.03,5871.446,0.7560041013860463
Slovenia,MAY2014,May 2014,2014,5,May,Used for pumped storage,34.09,18,362.975,173.561,0.023087227595772378
Slovenia,MAY2014,May 2014,2014,5,May,Distribution losses,68.725,19,820.999,365.757,0.04654355284597995
Slovenia,MAY2014,May 2014,2014,5,May,Final consumption,1013.482,20,12559.053,5332.131,0.6863739981876966
Slovenia,MAY2014,May 2014,2014,5,May,Electricity trade,360.278,21,2742.998,652.678,0.24399589861395365
Slovenia,MAY2014,May 2014,2014,5,May,Renewables,651.493,22,6770.49,2332.454,0.4412193361118373
Slovenia,MAY2014,May 2014,2014,5,May,Non-renewables,825.081,23,9715.541,4191.671,0.5587806638881627
Slovenia,MAY2014,May 2014,2014,5,May,Others,1.046,24,42.821,5.447,0.0007083965991545293
Slovenia,MAY2014,May 2014,2014,5,May,Other renewables aggregated,25.582,25,225.459,107.975,0.017325240726167465
Slovenia,MAY2014,May 2014,2014,5,May,Low carbon,1166.493,26,12831.49,4751.454,0.7899996884680347
Slovenia,MAY2014,May 2014,2014,5,May,Fossil fuels,310.081,27,3654.541,1772.671,0.21000031153196522
Spain,MAY2014,May 2014,2014,5,May,Hydro,3050.98,1,42518.999,22090.181,0.1436948400827492
Spain,MAY2014,May 2014,2014,5,May,Wind,4142.009,2,51007.999,26421.632,0.1950800466985388
Spain,MAY2014,May 2014,2014,5,May,Solar,1663.689,3,13177,4393.895,0.07835630676124684
Spain,MAY2014,May 2014,2014,5,May,Nuclear,4456.436,6,54961.001,22755.485,0.2098889072884799
Spain,MAY2014,May 2014,2014,5,May,Total combustible fuels,7919.241,7,106715,40126.67,0.3729798520710561
Spain,MAY2014,May 2014,2014,5,May,Coal,3095.672,8,42855.739,10471.823,0.14579974073531926
Spain,MAY2014,May 2014,2014,5,May,Oil,1048.362,9,13360.546,5406.561,0.049375679269884135
Spain,MAY2014,May 2014,2014,5,May,Natural gas,3270.522,10,44727.217,22007.164,0.15403481365892696
Spain,MAY2014,May 2014,2014,5,May,Combustible renewables,447.929,11,5122.441,2005.251,0.021096528336280722
Spain,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,56.756,12,649.057,235.872,0.0026730900706450097
Spain,MAY2014,May 2014,2014,5,May,Net electricity production,21232.356,14,268380.001,115787.864,1
Spain,MAY2014,May 2014,2014,5,May,Total imports,1004.752,15,12310,4454.135,0.04732173857672695
Spain,MAY2014,May 2014,2014,5,May,Total exports,1259.683,16,15715.999,6442.221,0.05932846076996825
Spain,MAY2014,May 2014,2014,5,May,Electricity supplied,20977.425,17,264974.002,113799.778,0.9879932778067587
Spain,MAY2014,May 2014,2014,5,May,Used for pumped storage,373.273,18,5202,3215.293,0.01758038533264985
Spain,MAY2014,May 2014,2014,5,May,Distribution losses,2097.735,19,26393,11230.357,0.09879897454620674
Spain,MAY2014,May 2014,2014,5,May,Final consumption,18506.417,20,233379.001,99354.127,0.8716139179279022
Spain,MAY2014,May 2014,2014,5,May,Electricity trade,254.931,21,3405.999,1988.086,0.012006722193241297
Spain,MAY2014,May 2014,2014,5,May,Renewables,9304.607,22,111826.439,54910.959,0.43822772187881553
Spain,MAY2014,May 2014,2014,5,May,Non-renewables,11927.748,23,156553.56,60876.905,0.5617722310232552
Spain,MAY2014,May 2014,2014,5,May,Others,1105.118,24,14009.603,5642.433,0.05204876934052914
Spain,MAY2014,May 2014,2014,5,May,Other renewables aggregated,447.929,25,5122.441,2005.251,0.021096528336280722
Spain,MAY2014,May 2014,2014,5,May,Low carbon,13761.043,26,166787.44,77666.444,0.6481166291672954
Spain,MAY2014,May 2014,2014,5,May,Fossil fuels,7471.312,27,101592.559,38121.42,0.3518833237347754
Sweden,MAY2014,May 2014,2014,5,May,Hydro,5671.665,1,63335,29700.893,0.5267903873652006
Sweden,MAY2014,May 2014,2014,5,May,Wind,667.502,2,11235,3784.16,0.061998308635479366
Sweden,MAY2014,May 2014,2014,5,May,Solar,6.666,3,47.001,15.063,0.0006191452989865281
Sweden,MAY2014,May 2014,2014,5,May,Nuclear,3488.179,6,62185,28881,0.3239858430653358
Sweden,MAY2014,May 2014,2014,5,May,Total combustible fuels,932.443,7,13155.001,8286.617,0.08660631563499778
Sweden,MAY2014,May 2014,2014,5,May,Coal,71.157,8,1059.58,780.788,0.0066091392199196485
Sweden,MAY2014,May 2014,2014,5,May,Oil,18.474,9,289.502,222.079,0.0017158851265342214
Sweden,MAY2014,May 2014,2014,5,May,Natural gas,1.089,10,398.551,452.263,0.00010114749933938329
Sweden,MAY2014,May 2014,2014,5,May,Combustible renewables,761.617,11,10321.735,6186.865,0.07073981175790917
Sweden,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,80.106,12,1085.633,644.622,0.007440332031295352
Sweden,MAY2014,May 2014,2014,5,May,Net electricity production,10766.455,14,149956.999,70667.732,1
Sweden,MAY2014,May 2014,2014,5,May,Total imports,1264.548,15,13851.999,4027.318,0.11745258769019143
Sweden,MAY2014,May 2014,2014,5,May,Total exports,1836.379,16,29475,9481.581,0.17056487023816103
Sweden,MAY2014,May 2014,2014,5,May,Electricity supplied,10194.624,17,134333.998,65213.469,0.9468877174520304
Sweden,MAY2014,May 2014,2014,5,May,Used for pumped storage,3.861,18,154,94.014,0.0003586138612941772
Sweden,MAY2014,May 2014,2014,5,May,Distribution losses,524.443,19,7334.999,4603.719,0.04871083378883764
Sweden,MAY2014,May 2014,2014,5,May,Final consumption,9666.32,20,126845,60515.736,0.8978182698018986
Sweden,MAY2014,May 2014,2014,5,May,Electricity trade,571.831,21,15623.001,5454.263,0.0531122825479696
Sweden,MAY2014,May 2014,2014,5,May,Renewables,7107.45,22,84938.736,39686.981,0.6601476530575756
Sweden,MAY2014,May 2014,2014,5,May,Non-renewables,3659.005,23,65018.266,30980.752,0.33985234694242444
Sweden,MAY2014,May 2014,2014,5,May,Others,98.58,24,1375.135,866.701,0.009156217157829574
Sweden,MAY2014,May 2014,2014,5,May,Other renewables aggregated,761.617,25,10321.735,6186.865,0.07073981175790917
Sweden,MAY2014,May 2014,2014,5,May,Low carbon,10595.629,26,147123.736,68567.981,0.9841334961229115
Sweden,MAY2014,May 2014,2014,5,May,Fossil fuels,170.826,27,2833.266,2099.752,0.015866503877088604
Switzerland,MAY2014,May 2014,2014,5,May,Hydro,3525,1,39308,14907.26,0.5558718199006842
Switzerland,MAY2014,May 2014,2014,5,May,Wind,8.417,2,101.004,37.5,0.0013273115200295202
Switzerland,MAY2014,May 2014,2014,5,May,Solar,90.398,3,842.001,172.959,0.01425523426251973
Switzerland,MAY2014,May 2014,2014,5,May,Geothermal,0,4,0,0,0
Switzerland,MAY2014,May 2014,2014,5,May,Nuclear,2449,6,26370,11136.552,0.3861929324643335
Switzerland,MAY2014,May 2014,2014,5,May,Total combustible fuels,268.576,7,3364.931,1565.988,0.04235285954656629
Switzerland,MAY2014,May 2014,2014,5,May,Oil,2.694,9,32.328,18.616,0.00042482799512409735
Switzerland,MAY2014,May 2014,2014,5,May,Natural gas,37.975,10,478.033,323.071,0.005988434712263399
Switzerland,MAY2014,May 2014,2014,5,May,Combustible renewables,128.176,11,1605.42,694.337,0.02021260323052201
Switzerland,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,99.732,12,1249.156,529.966,0.015727151302790083
Switzerland,MAY2014,May 2014,2014,5,May,Not specified,0,13,0,0,0
Switzerland,MAY2014,May 2014,2014,5,May,Net electricity production,6341.39,14,69985.931,27820.26,1
Switzerland,MAY2014,May 2014,2014,5,May,Total imports,2206.164,15,28530,14204.261,0.34789911990904204
Switzerland,MAY2014,May 2014,2014,5,May,Total exports,3244.473,16,34021,13369.551,0.511634357766988
Switzerland,MAY2014,May 2014,2014,5,May,Electricity supplied,5303.081,17,64494.931,28654.97,0.836264762142054
Switzerland,MAY2014,May 2014,2014,5,May,Used for pumped storage,211.188,18,2355,803.151,0.033303108624449844
Switzerland,MAY2014,May 2014,2014,5,May,Distribution losses,401.018,19,4673.93,1992.836,0.0632381859497681
Switzerland,MAY2014,May 2014,2014,5,May,Final consumption,4690.875,20,57465.999,25858.982,0.739723467567836
Switzerland,MAY2014,May 2014,2014,5,May,Electricity trade,1038.309,21,5491,-834.71,0.16373523785794597
Switzerland,MAY2014,May 2014,2014,5,May,Renewables,3751.991,22,41856.425,15812.056,0.5916669689137555
Switzerland,MAY2014,May 2014,2014,5,May,Non-renewables,2589.401,23,28129.517,12008.205,0.4083333464745111
Switzerland,MAY2014,May 2014,2014,5,May,Others,102.426,24,1281.484,548.582,0.01615197929791418
Switzerland,MAY2014,May 2014,2014,5,May,Other renewables aggregated,128.176,25,1605.42,694.337,0.02021260323052201
Switzerland,MAY2014,May 2014,2014,5,May,Low carbon,6200.991,26,68226.425,26948.608,0.977859901378089
Switzerland,MAY2014,May 2014,2014,5,May,Fossil fuels,140.401,27,1759.517,871.653,0.022140414010177578
United Kingdom,MAY2014,May 2014,2014,5,May,Hydro,467.006,1,8705.001,3236.643,0.018746734667866922
United Kingdom,MAY2014,May 2014,2014,5,May,Wind,1836.585,2,31958.999,11548.057,0.07372490222820344
United Kingdom,MAY2014,May 2014,2014,5,May,Solar,499.259,3,4054,791.782,0.020041447012553528
United Kingdom,MAY2014,May 2014,2014,5,May,Geothermal,0,4,0,0,0
United Kingdom,MAY2014,May 2014,2014,5,May,Other renewables,0.167,5,2.004,2.085,6.703778301635902e-06
United Kingdom,MAY2014,May 2014,2014,5,May,Nuclear,5230.271,6,57903.001,26255.125,0.20995555234416474
United Kingdom,MAY2014,May 2014,2014,5,May,Total combustible fuels,16878.037,7,218994,109938.881,0.6775246599689098
United Kingdom,MAY2014,May 2014,2014,5,May,Coal,7410.027,8,96964.033,60182.893,0.2974561569888394
United Kingdom,MAY2014,May 2014,2014,5,May,Oil,130.759,9,1830.626,1159.296,0.0052489781254108315
United Kingdom,MAY2014,May 2014,2014,5,May,Natural gas,7578.131,10,96246.663,40610.774,0.3042042524835592
United Kingdom,MAY2014,May 2014,2014,5,May,Combustible renewables,1584.743,11,21578.3,7199.975,0.06361536369502625
United Kingdom,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,174.378,12,2374.375,785.945,0.006999948818459074
United Kingdom,MAY2014,May 2014,2014,5,May,Not specified,0,13,0,0,0
United Kingdom,MAY2014,May 2014,2014,5,May,Net electricity production,24911.325,14,321617,151772.572,1
United Kingdom,MAY2014,May 2014,2014,5,May,Total imports,2003.801,15,21388.553,6253,0.08043735128500792
United Kingdom,MAY2014,May 2014,2014,5,May,Total exports,238.745,16,2760.635,1030.747,0.009583793716311758
United Kingdom,MAY2014,May 2014,2014,5,May,Electricity supplied,26676.381,17,340244.918,156994.825,1.0708535575686962
United Kingdom,MAY2014,May 2014,2014,5,May,Used for pumped storage,208.38,18,5646.57,1682.138,0.008364870194580175
United Kingdom,MAY2014,May 2014,2014,5,May,Distribution losses,2173.672,19,54754.776,11698.058,0.0872563783740929
United Kingdom,MAY2014,May 2014,2014,5,May,Final consumption,24294.329,20,310805.801,143614.628,0.9752323090000231
United Kingdom,MAY2014,May 2014,2014,5,May,Electricity trade,-1765.056,21,-18627.918,-5222.253,-0.07085355756869617
United Kingdom,MAY2014,May 2014,2014,5,May,Renewables,4387.76,22,66298.304,22778.542,0.1761351513819518
United Kingdom,MAY2014,May 2014,2014,5,May,Non-renewables,20523.566,23,255318.698,128994.033,0.8238648887604332
United Kingdom,MAY2014,May 2014,2014,5,May,Others,305.137,24,4205.001,1945.241,0.012248926943869906
United Kingdom,MAY2014,May 2014,2014,5,May,Other renewables aggregated,1584.91,25,21580.304,7202.06,0.0636220674733279
United Kingdom,MAY2014,May 2014,2014,5,May,Low carbon,9618.031,26,124201.305,49033.667,0.38609070372611654
United Kingdom,MAY2014,May 2014,2014,5,May,Fossil fuels,15293.295,27,197415.697,102738.908,0.6139093364162684
United States,MAY2014,May 2014,2014,5,May,Hydro,28161.762,1,279420,126284.714,0.08634225968549616
United States,MAY2014,May 2014,2014,5,May,Wind,15524.704,2,181655.001,77796.23,0.047597803869958884
United States,MAY2014,May 2014,2014,5,May,Solar,2586.025,3,25240.001,4946.68,0.007928596303852906
United States,MAY2014,May 2014,2014,5,May,Geothermal,1342.816,4,15876.999,6540.926,0.004116992671901681
United States,MAY2014,May 2014,2014,5,May,Nuclear,62188.542,6,797166,315454.72,0.19066630997117243
United States,MAY2014,May 2014,2014,5,May,Total combustible fuels,216028.444,7,2820210.001,1084364.42,0.6623301486356452
United States,MAY2014,May 2014,2014,5,May,Coal,121315.897,8,1612330.658,636160.973,0.3719472056738817
United States,MAY2014,May 2014,2014,5,May,Oil,2488.907,9,37542.784,14192.193,0.0076308383874222506
United States,MAY2014,May 2014,2014,5,May,Natural gas,85986.366,10,1093353.935,404904.004,0.26362899958405006
United States,MAY2014,May 2014,2014,5,May,Combustible renewables,5365.072,11,66672.641,24863.371,0.01644898638996325
United States,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,872.202,12,10309.979,4243.877,0.0026741186003279597
